,customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
265,UK52289,Arizona,F,Bachelor,258240.85,76731.0,64.0,0,Special Auto,Four-Door Car,201.455005
266,OT85112,Washington,M,College,340391.94,38460.0,88.0,1,Personal Auto,Four-Door Car,91.55098
267,BC62782,Arizona,F,College,1357567.6,48534.0,115.0,1,Personal Auto,SUV,552.0
268,TI19722,Washington,M,Doctor,343613.43,30817.0,88.0,0,Corporate Auto,Four-Door Car,91.834668
269,JP30654,Oregon,F,College,2868582.79,48412.0,104.0,0,Personal Auto,SUV,707.430832
270,UM45563,Washington,M,Bachelor,450267.97,68798.0,114.0,0,Personal Auto,SUV,92.915251
271,EN60878,Oregon,M,Bachelor,618311.15,23712.0,85.0,0,Personal Auto,Four-Door Car,376.126419
272,JF36291,California,M,College,387364.7,28142.0,105.0,0,Personal Auto,Luxury,701.708239
273,BK59444,California,F,Master,1892933.06,72196.0,68.0,0,Personal Auto,Four-Door Car,152.184244
274,MK70700,California,M,Master,555329.58,68197.0,69.0,0,Personal Auto,Four-Door Car,176.819414
275,IW71076,California,M,Bachelor,501125.92,75248.0,63.0,0,Corporate Auto,Four-Door Car,104.454624
276,AP98768,California,F,College,1044244.63,0.0,98.0,0,Personal Auto,Four-Door Car,941.718054
277,OM24164,Nevada,M,Bachelor,219961.78,0.0,65.0,1,Personal Auto,Two-Door Car,468.0
278,HR85211,Washington,F,Master,512317.09,89879.0,63.0,0,Personal Auto,Two-Door Car,94.030308
279,VC87846,Oregon,M,High School or Below,748431.05,46998.0,96.0,0,Corporate Auto,Four-Door Car,460.8
280,ZM92052,Oregon,M,Bachelor,261302.31,57099.0,67.0,0,Personal Auto,Two-Door Car,67.859881
281,ON73702,Arizona,F,Bachelor,908063.97,33897.0,114.0,0,Corporate Auto,SUV,539.843003
282,QQ90441,Nevada,F,High School or Below,1377097.62,59207.0,116.0,0,Personal Auto,Four-Door Car,556.8
283,HU35721,Oregon,M,High School or Below,287682.29,40171.0,73.0,0,Personal Auto,Four-Door Car,350.4
284,YP47665,Washington,M,Doctor,540891.15,80192.0,67.0,0,Personal Auto,Four-Door Car,95.193157
285,FU99476,Washington,M,High School or Below,677030.68,74422.0,85.0,1,Personal Auto,Four-Door Car,95.338505
286,AG85615,Oregon,M,College,2414387.56,0.0,87.0,0,Special Auto,Four-Door Car,626.4
287,OY74069,Arizona,F,College,353805.95,0.0,67.0,5,Personal Auto,Four-Door Car,321.6
288,DJ91267,Nevada,F,Bachelor,2909123.94,34226.0,244.0,0,Personal Auto,Luxury,494.395024
289,KB72438,California,F,High School or Below,1983420.12,65989.0,123.0,1,Personal Auto,SUV,115.545086
290,TR67616,Oregon,M,High School or Below,473136.7,30686.0,61.0,0,Corporate Auto,Four-Door Car,19.938981
291,GF65731,California,F,Master,3553784.6,0.0,113.0,0,Personal Auto,Luxury,799.926741
292,HB67642,Arizona,F,High School or Below,3461137.9,20090.0,109.0,0,Personal Auto,Luxury,523.2
293,DP84567,California,M,High School or Below,2021630.88,0.0,183.0,0,Personal Auto,Luxury,878.4
294,VV77534,Oregon,M,College,1397651.93,77094.0,176.0,0,Personal Auto,SUV,444.470676
295,GL67540,California,F,College,590408.82,97413.0,73.0,0,Personal Auto,Four-Door Car,268.819985
296,SV50502,Oregon,F,Master,559583.5,79189.0,69.0,0,Corporate Auto,Four-Door Car,331.2
297,UK59698,California,F,High School or Below,229430.36,0.0,62.0,0,Personal Auto,Two-Door Car,297.6
298,OA57352,Arizona,F,College,627391.19,18577.0,86.0,0,Personal Auto,Four-Door Car,412.8
299,ZF84449,Oregon,F,College,372672.8,0.0,112.0,1,Special Auto,Luxury,806.4
300,AX86150,Washington,M,High School or Below,265671.31,62777.0,67.0,0,Personal Auto,Two-Door Car,101.288069
301,HG39060,Oregon,M,Bachelor,511068.08,0.0,74.0,0,Corporate Auto,Four-Door Car,532.8
302,EM29359,Nevada,M,College,712659.65,17483.0,183.0,0,Personal Auto,Luxury,1317.6
303,SF57173,Oregon,M,Master,460163.41,84394.0,114.0,0,Personal Auto,SUV,691.412378
304,OT47603,Oregon,M,College,915523.97,0.0,127.0,0,Personal Auto,Luxury,804.811859
305,SW31412,Oregon,F,College,1480805.62,41440.0,62.0,1,Personal Auto,Four-Door Car,297.6
306,JS36322,Arizona,M,High School or Below,890167.84,0.0,136.0,1,Personal Auto,Luxury,1090.86434
307,RE81445,Oregon,F,College,573459.82,98132.0,71.0,0,Personal Auto,Two-Door Car,50.587035
308,RM24280,Oregon,F,High School or Below,417769.7,0.0,112.0,0,Personal Auto,Four-Door Car,537.6
309,LC25393,California,M,Bachelor,2777628.91,88220.0,230.0,0,Personal Auto,Luxury,151.528482
310,UX38930,Arizona,F,Master,1036434.75,58327.0,129.0,0,Personal Auto,SUV,347.075948
311,HD95496,Oregon,M,Master,785190.14,25950.0,66.0,0,Personal Auto,Two-Door Car,271.697529
312,RX24650,Oregon,M,High School or Below,477294.38,20993.0,133.0,0,Corporate Auto,SUV,638.4
313,DW19309,Oregon,M,High School or Below,1422650.49,65726.0,177.0,0,Corporate Auto,SUV,849.6
314,MT41386,Washington,M,Bachelor,287543.24,84768.0,72.0,0,Personal Auto,Two-Door Car,110.484661
315,WZ40465,Washington,F,Bachelor,504129.96,36234.0,63.0,0,Personal Auto,Four-Door Car,113.534474
316,DB42794,California,M,College,436293.12,58842.0,110.0,0,Personal Auto,Four-Door Car,528.0
317,JB50798,Oregon,F,Master,962452.44,25629.0,124.0,2,Corporate Auto,Luxury,595.2
318,IP69763,Washington,F,College,2191440.55,77311.0,181.0,0,Personal Auto,SUV,113.609508
319,TE35785,California,M,Doctor,694842.22,0.0,196.0,2,Personal Auto,Luxury,1337.063487
320,HX74855,Washington,M,High School or Below,247152.84,95697.0,61.0,0,Personal Auto,Two-Door Car,114.273025
321,QN65180,Oregon,F,Bachelor,2190391.36,22254.0,79.0,0,Personal Auto,Four-Door Car,125.194389
322,GE47180,Nevada,M,High School or Below,902882.14,65974.0,113.0,0,Personal Auto,Luxury,235.220971
323,VQ38776,Oregon,F,College,530375.95,0.0,76.0,0,Personal Auto,Four-Door Car,395.34111
324,BH86846,Washington,M,High School or Below,2070825.88,92079.0,65.0,1,Corporate Auto,Four-Door Car,114.798771
325,IN17648,Nevada,M,High School or Below,512376.81,0.0,74.0,0,Personal Auto,Two-Door Car,772.798511
326,DF95759,Oregon,M,College,949234.3,0.0,132.0,0,Personal Auto,SUV,633.6
327,QG45324,Oregon,F,High School or Below,820486.32,0.0,73.0,0,Personal Auto,Four-Door Car,350.4
328,MN61620,Arizona,F,College,987729.57,67752.0,131.0,4,Personal Auto,Luxury,168.517149
329,YH86390,California,F,Bachelor,481500.97,25398.0,64.0,0,Corporate Auto,Four-Door Car,307.2
330,FY13480,California,M,High School or Below,627701.17,0.0,88.0,0,Personal Auto,Four-Door Car,633.6
331,YH61661,California,M,High School or Below,826063.98,33321.0,105.0,0,Special Auto,SUV,504.0
332,NL93182,Nevada,M,Bachelor,254945.0,0.0,78.0,0,Corporate Auto,Four-Door Car,845.654042
333,WE68644,Oregon,F,Bachelor,380392.18,20325.0,100.0,0,Personal Auto,Luxury,668.29397
334,EZ30498,Oregon,M,Bachelor,863540.35,13129.0,117.0,0,Personal Auto,SUV,700.901632
335,QY74517,Oregon,F,High School or Below,551055.9,0.0,73.0,0,Personal Auto,Four-Door Car,525.6
336,NM88660,Nevada,M,Master,358588.41,49080.0,91.0,0,Corporate Auto,Four-Door Car,25.299
337,MZ82036,Nevada,M,College,488925.28,42536.0,63.0,0,Personal Auto,Four-Door Car,375.330097
338,ID20929,Oregon,M,Bachelor,275694.17,29926.0,74.0,0,Corporate Auto,Four-Door Car,418.233667
339,EY50028,Nevada,M,Doctor,328954.74,0.0,86.0,0,Corporate Auto,Two-Door Car,398.240791
340,TT82373,California,F,Bachelor,1093717.85,21450.0,138.0,0,Personal Auto,Luxury,938.513425
341,OH64088,California,M,High School or Below,737556.79,33345.0,65.0,0,Corporate Auto,Four-Door Car,338.619869
342,SK97780,California,F,Bachelor,1011077.82,15752.0,90.0,0,Corporate Auto,Two-Door Car,339.344531
343,IO33050,Oregon,F,High School or Below,511941.43,40169.0,65.0,1,Personal Auto,Four-Door Car,302.818833
344,XA55917,California,F,College,853383.2,26049.0,113.0,1,Personal Auto,SUV,619.165344
345,JK32620,Nevada,M,College,222476.8,0.0,68.0,0,Personal Auto,Four-Door Car,326.4
346,RQ19236,Arizona,M,Doctor,804280.38,55411.0,100.0,0,Personal Auto,Luxury,259.561195
347,QC47433,Oregon,M,College,255443.71,12459.0,70.0,0,Personal Auto,Four-Door Car,336.0
348,RA93608,Oregon,M,Bachelor,1807394.0,64620.0,76.0,1,Personal Auto,Two-Door Car,364.8
349,XH97711,California,M,Bachelor,243050.66,83140.0,61.0,0,Corporate Auto,Four-Door Car,179.161843
350,AU96286,Oregon,F,Bachelor,316765.84,0.0,92.0,0,Corporate Auto,Four-Door Car,662.4
351,KC17170,Arizona,F,Bachelor,546560.4,54422.0,68.0,0,Corporate Auto,Four-Door Car,75.501852
352,ZN47335,California,M,College,1035751.42,68309.0,131.0,0,Corporate Auto,SUV,306.983596
353,EI46264,California,M,High School or Below,253781.39,56621.0,65.0,2,Personal Auto,Four-Door Car,84.026848
354,EK87864,Arizona,F,College,282194.72,38977.0,70.0,0,Special Auto,Four-Door Car,139.489926
355,GV45403,Arizona,M,Bachelor,775712.81,0.0,111.0,0,Corporate Auto,Two-Door Car,607.4459
356,QK31192,Arizona,M,High School or Below,407913.27,0.0,114.0,0,Corporate Auto,Two-Door Car,631.124372
357,LU89008,Arizona,F,College,595554.46,0.0,83.0,0,Personal Auto,Four-Door Car,628.023494
358,NS10490,Oregon,F,Bachelor,1415861.36,83235.0,70.0,0,Personal Auto,Two-Door Car,336.0
359,KL98495,Nevada,M,College,848723.8,0.0,74.0,0,Personal Auto,Two-Door Car,426.655599
360,IU96845,Arizona,M,College,628547.69,32390.0,80.0,0,Personal Auto,Four-Door Car,91.417923
361,QL93655,Oregon,F,High School or Below,1147348.15,66538.0,95.0,0,Personal Auto,Two-Door Car,317.844812
362,PF40592,Washington,F,College,494263.06,23285.0,65.0,0,Personal Auto,Two-Door Car,118.446235
363,LZ34046,Oregon,M,Bachelor,2359468.02,76358.0,66.0,0,Personal Auto,Four-Door Car,86.461582
364,JC80093,Washington,M,Master,257250.66,21104.0,66.0,0,Personal Auto,Four-Door Car,118.454974
365,YE88490,Arizona,F,College,538089.86,55350.0,67.0,0,Personal Auto,Four-Door Car,321.6
366,YC80498,California,F,College,477055.09,12964.0,65.0,0,Personal Auto,Two-Door Car,362.774545
367,AI85843,Arizona,F,Master,675665.14,33288.0,86.0,2,Personal Auto,Four-Door Car,221.856184
368,XD66024,Arizona,F,College,593601.18,0.0,84.0,0,Personal Auto,Four-Door Car,980.169081
369,FY51713,Arizona,F,Bachelor,357076.05,56168.0,88.0,0,Personal Auto,Four-Door Car,614.675906
370,PH26378,California,M,College,601996.05,0.0,92.0,0,Personal Auto,Four-Door Car,662.4
371,WQ18638,Oregon,M,High School or Below,542686.4,23105.0,69.0,0,Personal Auto,Two-Door Car,331.2
372,KY14688,Oregon,F,Master,273031.38,36218.0,68.0,0,Personal Auto,Four-Door Car,145.252168
373,TC97762,California,F,High School or Below,498268.14,52275.0,62.0,0,Corporate Auto,Four-Door Car,374.240783
374,QC87108,Oregon,F,College,876926.68,49665.0,74.0,0,Personal Auto,Four-Door Car,355.2
375,CX12134,Nevada,M,High School or Below,422061.35,32471.0,110.0,0,Personal Auto,Two-Door Car,528.0
376,SM73248,Arizona,M,High School or Below,1153750.51,0.0,86.0,1,Corporate Auto,Two-Door Car,619.2
377,CK19789,California,F,Master,588718.2,62773.0,73.0,0,Personal Auto,Four-Door Car,80.669257
378,UV12583,California,F,College,470058.38,76694.0,117.0,0,Personal Auto,SUV,561.6
379,JC11405,Oregon,M,High School or Below,1096395.72,55687.0,276.0,0,Personal Auto,Luxury,1324.8
380,KA89683,Arizona,F,High School or Below,252317.12,0.0,70.0,0,Personal Auto,Four-Door Car,504.0
381,BG85305,Nevada,M,Doctor,375780.47,36633.0,96.0,1,Personal Auto,Four-Door Car,460.8
382,UQ87917,Oregon,M,High School or Below,1294173.35,77060.0,106.0,0,Personal Auto,SUV,468.566133
383,XN11823,Nevada,F,Bachelor,376446.51,92600.0,94.0,0,Corporate Auto,Two-Door Car,842.43785
384,OS46571,California,M,High School or Below,688955.7,0.0,66.0,0,Personal Auto,Four-Door Car,475.2
385,PX17116,Nevada,M,College,362345.42,0.0,111.0,2,Corporate Auto,SUV,1171.93117
386,RP19541,Arizona,M,College,758211.38,64801.0,64.0,0,Personal Auto,Four-Door Car,268.471802
387,ZR25747,Oregon,F,College,827774.56,45257.0,103.0,0,Corporate Auto,Two-Door Car,494.4
388,NQ86532,California,M,High School or Below,257645.56,26854.0,66.0,0,Personal Auto,Four-Door Car,475.2
389,JY27336,Oregon,F,College,820538.79,85840.0,102.0,2,Corporate Auto,SUV,138.722385
390,PB54378,Oregon,F,Doctor,1958246.89,26463.0,72.0,0,Corporate Auto,Four-Door Car,345.6
391,SV38190,Nevada,F,Bachelor,648152.66,30689.0,81.0,0,Personal Auto,Four-Door Car,467.24802
392,CV24005,Oregon,M,High School or Below,259931.09,29590.0,66.0,0,Corporate Auto,Two-Door Car,467.503236
393,EX28656,Oregon,F,College,983033.76,25965.0,253.0,0,Personal Auto,Luxury,1214.4
394,CF57022,Oregon,M,Bachelor,1044265.14,17269.0,139.0,0,Personal Auto,SUV,667.2
395,GM16780,Oregon,M,College,3605753.7,90330.0,137.0,3,Corporate Auto,Luxury,192.085299
396,BX94438,California,F,High School or Below,847003.68,0.0,113.0,0,Corporate Auto,SUV,619.973889
397,RM41745,California,F,High School or Below,827878.65,0.0,110.0,0,Personal Auto,Four-Door Car,1002.782553
398,XR70252,California,F,High School or Below,478893.26,0.0,67.0,1,Personal Auto,Two-Door Car,321.6
399,YH92099,Arizona,F,Bachelor,308799.99,18558.0,80.0,0,Special Auto,Four-Door Car,384.0
400,SG81493,Arizona,M,Bachelor,444373.62,46384.0,113.0,0,Corporate Auto,Four-Door Car,251.774574
401,ZX23819,Oregon,F,High School or Below,798408.65,0.0,72.0,0,Personal Auto,Two-Door Car,866.208321
402,FJ54907,Oregon,F,College,718097.1,42303.0,180.0,0,Personal Auto,Luxury,1210.920949
403,CU26127,California,F,Bachelor,1565603.43,71731.0,130.0,0,Corporate Auto,SUV,599.648466
404,YH60476,Oregon,M,High School or Below,578018.22,51066.0,74.0,0,Corporate Auto,Four-Door Car,787.993313
405,ZZ97035,California,M,College,2071494.04,0.0,203.0,0,Corporate Auto,Luxury,2027.724442
406,GE82737,Nevada,F,Bachelor,533735.24,0.0,86.0,3,Personal Auto,Four-Door Car,619.2
407,KY21873,Arizona,M,College,505082.62,0.0,69.0,0,Personal Auto,Two-Door Car,72.852047
408,UA51318,Arizona,F,High School or Below,511662.4,26173.0,68.0,1,Corporate Auto,Four-Door Car,449.819671
409,BV55014,Oregon,M,Bachelor,726873.7,24445.0,63.0,0,Personal Auto,Two-Door Car,302.4
410,HX21307,Oregon,M,College,261661.39,72302.0,66.0,0,Personal Auto,Two-Door Car,316.8
411,LQ68252,Oregon,M,High School or Below,373843.62,27208.0,102.0,0,Personal Auto,SUV,489.6
412,CR92802,California,F,Master,272535.64,36650.0,69.0,1,Special Auto,Four-Door Car,56.60333
413,SL35268,Arizona,M,College,545386.12,30855.0,68.0,0,Corporate Auto,Four-Door Car,259.060862
414,RD62882,Arizona,F,Bachelor,684615.03,0.0,95.0,0,Personal Auto,Two-Door Car,456.0
415,JS42382,Oregon,M,Master,617291.42,99960.0,76.0,0,Corporate Auto,Four-Door Car,364.8
416,BT30554,Arizona,F,Bachelor,1034632.45,0.0,98.0,0,Personal Auto,Four-Door Car,470.4
417,VP57424,Nevada,F,Bachelor,699700.86,55873.0,88.0,0,Personal Auto,Four-Door Car,299.356083
418,VU19243,Arizona,F,High School or Below,419625.77,18052.0,111.0,0,Personal Auto,Four-Door Car,699.1679
419,TA82973,Oregon,F,High School or Below,785810.98,28937.0,104.0,2,Personal Auto,SUV,117.959654
420,GK71720,Oregon,F,High School or Below,606434.4,0.0,86.0,0,Personal Auto,Four-Door Car,545.240341
421,OQ61223,California,M,College,1749752.2,0.0,73.0,0,Personal Auto,Two-Door Car,350.4
422,LL62746,Oregon,M,Doctor,897064.73,12829.0,118.0,0,Personal Auto,SUV,328.231432
423,JQ56711,Oregon,F,Master,592311.72,92163.0,73.0,0,Personal Auto,Two-Door Car,66.568642
424,AW77988,Oregon,M,High School or Below,3585059.94,17588.0,192.0,0,Personal Auto,Luxury,1382.4
425,QP84605,Washington,F,Bachelor,870984.53,41546.0,111.0,0,Corporate Auto,Four-Door Car,121.306839
426,MY97912,Arizona,M,College,1330933.52,0.0,127.0,0,Personal Auto,SUV,609.6
427,IB87349,California,M,High School or Below,452850.49,70340.0,113.0,0,Special Auto,Four-Door Car,542.4
428,AW73065,Oregon,F,High School or Below,279190.65,0.0,74.0,0,Personal Auto,Four-Door Car,532.8
429,BW80872,Washington,M,High School or Below,443441.12,34549.0,111.0,0,Personal Auto,Four-Door Car,125.933005
430,PX70175,Arizona,M,College,799600.75,93459.0,99.0,0,Personal Auto,Four-Door Car,655.41333
431,KF75098,Arizona,M,Bachelor,512973.9,86148.0,65.0,2,Personal Auto,Four-Door Car,312.0
432,IS50283,California,F,Bachelor,569717.52,27048.0,72.0,0,Corporate Auto,Four-Door Car,345.6
433,MY64920,Oregon,F,College,921713.06,73259.0,115.0,0,Personal Auto,SUV,673.34265
434,KN34250,Oregon,F,College,1020892.76,35482.0,129.0,0,Corporate Auto,SUV,619.2
435,GN46207,Oregon,F,Master,417068.73,29462.0,107.0,1,Personal Auto,SUV,513.6
436,KL57176,Oregon,F,College,450540.58,67801.0,115.0,1,Personal Auto,SUV,23.810491
437,MN94234,California,M,High School or Below,310756.86,0.0,94.0,4,Personal Auto,Two-Door Car,451.2
438,JY90595,Arizona,M,High School or Below,552866.5,16042.0,73.0,0,Personal Auto,Two-Door Car,350.4
439,HK26543,California,M,High School or Below,504586.67,28056.0,64.0,1,Personal Auto,Four-Door Car,307.2
440,PN86062,California,M,High School or Below,296272.25,16495.0,85.0,3,Corporate Auto,Four-Door Car,408.0
441,VW27730,California,F,Master,866595.64,41163.0,108.0,0,Corporate Auto,SUV,231.922173
442,SH55671,Arizona,F,College,1141344.12,0.0,161.0,1,Personal Auto,Luxury,772.8
443,MO56878,California,M,Bachelor,1548843.2,33799.0,109.0,3,Corporate Auto,SUV,664.980242
444,VO38365,Washington,F,College,886114.95,90125.0,110.0,0,Corporate Auto,SUV,128.645946
445,SV35618,Oregon,F,Bachelor,593474.15,87747.0,147.0,1,Personal Auto,SUV,46.492039
446,RX12347,Nevada,M,College,354323.21,35695.0,90.0,0,Personal Auto,Four-Door Car,432.0
447,FR55658,California,M,Master,349002.83,90985.0,87.0,0,Personal Auto,Four-Door Car,78.085149
448,XS12556,California,F,College,368309.99,0.0,101.0,0,Corporate Auto,Luxury,564.466556
449,ZU73588,California,M,College,598977.39,66839.0,154.0,0,Personal Auto,Luxury,739.2
450,WT43034,California,F,High School or Below,1250084.3,0.0,165.0,0,Personal Auto,SUV,792.0
451,VM13430,Oregon,F,Bachelor,860915.82,79090.0,107.0,0,Corporate Auto,SUV,289.040734
452,TC78849,Oregon,M,Bachelor,249745.51,24825.0,64.0,0,Personal Auto,Two-Door Car,155.938593
453,VC34764,California,M,College,701917.72,26806.0,63.0,0,Personal Auto,Four-Door Car,302.4
454,WO90953,Oregon,F,College,538792.63,56835.0,67.0,0,Personal Auto,Two-Door Car,326.549425
455,IU47468,Oregon,F,Bachelor,616555.75,0.0,88.0,0,Special Auto,Two-Door Car,653.65668
456,KO46064,California,M,Bachelor,273020.29,46135.0,69.0,0,Personal Auto,Four-Door Car,103.935601
457,RB34917,Arizona,F,Bachelor,516211.69,0.0,73.0,0,Personal Auto,Four-Door Car,809.532341
458,BI38192,Oregon,F,High School or Below,793706.48,22862.0,67.0,0,Personal Auto,Two-Door Car,321.6
459,PU18983,Oregon,F,High School or Below,860815.72,21450.0,110.0,2,Personal Auto,Luxury,528.0
460,SW79912,Oregon,M,Bachelor,263254.58,95854.0,65.0,0,Personal Auto,Two-Door Car,312.0
461,ES39217,Oregon,F,Bachelor,778500.42,44897.0,99.0,1,Personal Auto,Four-Door Car,580.72531
462,KP72427,Washington,M,High School or Below,2163983.86,64455.0,108.0,0,Personal Auto,SUV,133.735395
463,UA19178,Oregon,F,Master,498082.5,53265.0,62.0,0,Personal Auto,Four-Door Car,238.005074
464,PR53785,Arizona,F,High School or Below,745723.78,0.0,198.0,1,Personal Auto,Luxury,1577.674417
465,XF57481,Washington,M,Master,1064093.93,50450.0,90.0,0,Personal Auto,Two-Door Car,135.892444
466,CN90378,California,F,High School or Below,686250.83,54780.0,88.0,3,Personal Auto,Four-Door Car,135.26125
467,KI56154,Nevada,M,High School or Below,904898.34,0.0,119.0,0,Personal Auto,Luxury,571.2
468,UI55951,California,M,Bachelor,554803.19,67798.0,69.0,0,Personal Auto,Four-Door Car,331.2
469,FF28650,Oregon,M,Bachelor,831268.16,21442.0,118.0,0,Personal Auto,SUV,566.4
470,FS55302,California,M,Bachelor,238998.1,27615.0,62.0,1,Personal Auto,Four-Door Car,297.6
471,TN79487,California,M,Bachelor,445811.34,17622.0,65.0,1,Personal Auto,Four-Door Car,312.0
472,HG32616,Nevada,M,High School or Below,529574.17,50200.0,135.0,0,Personal Auto,Luxury,637.063458
473,UK41984,Arizona,F,Doctor,383960.61,0.0,112.0,2,Personal Auto,SUV,537.6
474,LZ52266,California,F,High School or Below,373150.46,0.0,96.0,0,Personal Auto,Four-Door Car,460.8
475,PM27367,California,F,Master,277890.37,73570.0,70.0,1,Special Auto,Two-Door Car,75.936096
476,ZK21724,Oregon,F,High School or Below,401654.2,0.0,111.0,0,Personal Auto,SUV,799.2
477,BH35482,Washington,M,Doctor,493094.93,70412.0,61.0,0,Corporate Auto,Two-Door Car,136.291083
478,QE22757,Nevada,M,Doctor,249131.7,36631.0,62.0,0,Personal Auto,Four-Door Car,67.530904
479,ON77649,Oregon,F,College,290887.59,35895.0,73.0,0,Personal Auto,Four-Door Car,312.921256
480,RN82884,Arizona,F,College,428294.8,40864.0,109.0,1,Personal Auto,SUV,166.937747
481,CQ75652,Oregon,M,College,834162.37,0.0,118.0,0,Personal Auto,Four-Door Car,566.4
